;num_cli;connexion_mois;source_web;typ_client;montant_credit;anciennete;utilisation_credit;logmt;sitfam;dept;tr_age;revfyr;assurance
39946;39947;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bourgogne;56-65 ans;< 1000;?
39959;39960;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Midi-Pyrenees;>66;1000 a 1499;?
39983;39984;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;56-65 ans;manquant;?
40031;40032;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Bretagne;36-45 ans;1000 a 1499;?
40033;40034;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;18-25 ans;< 1000;?
40038;40039;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;46-55 ans;2000 a 2999;?
40067;40068;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;1500 a 1999;?
40078;40079;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
40107;40108;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;ile-de-France;26-35 ans;2000 a 2999;?
40120;40121;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;46-55 ans;1500 a 1999;?
40145;40146;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;18-25 ans;manquant;?
40155;40156;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;36-45 ans;2000 a 2999;?
40180;40181;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
40182;40183;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Languedoc-Roussillon;46-55 ans;1000 a 1499;?
40196;40197;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bourgogne;36-45 ans;2000 a 2999;?
40202;40203;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Centre;46-55 ans;manquant;?
40207;40208;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Midi-Pyrenees;26-35 ans;manquant;?
40238;40239;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Alsace;26-35 ans;manquant;?
40242;40243;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;26-35 ans;1000 a 1499;?
40264;40265;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;26-35 ans;1500 a 1999;?
40283;40284;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Poitou-Charentes;36-45 ans;manquant;?
40296;40297;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
40309;40310;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Franche-Comte;36-45 ans;1000 a 1499;?
40317;40318;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;26-35 ans;1500 a 1999;?
40323;40324;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;1000 a 1499;?
40324;40325;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;26-35 ans;1000 a 1499;?
40327;40328;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;46-55 ans;manquant;?
40355;40356;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Midi-Pyrenees;18-25 ans;3000 a 3999;?
40366;40367;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;2000 a 2999;?
40373;40374;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Rhône-Alpes;18-25 ans;manquant;?
40377;40378;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;46-55 ans;3000 a 3999;?
40421;40422;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;Pays de Loire;26-35 ans;manquant;?
40432;40433;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;1500 a 1999;?
40439;40440;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1000 a 1499;?
40450;40451;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;< 1000;?
40458;40459;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;2000 a 2999;?
40465;40466;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;2000 a 2999;?
40468;40469;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
40477;40478;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;36-45 ans;1500 a 1999;?
40490;40491;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Lorraine;26-35 ans;3000 a 3999;?
40493;40494;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;46-55 ans;< 1000;?
40499;40500;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
40510;40511;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;46-55 ans;manquant;?
40520;40521;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;< 1000;?
40530;40531;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;>4000;?
40534;40535;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Midi-Pyrenees;18-25 ans;manquant;?
40544;40545;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Corse;36-45 ans;2000 a 2999;?
40578;40579;>11;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;46-55 ans;>4000;?
40585;40586;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;3000 a 3999;?
40592;40593;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;26-35 ans;manquant;?
40601;40602;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;manquant;?
40621;40622;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Alsace;36-45 ans;1500 a 1999;?
40635;40636;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;26-35 ans;1000 a 1499;?
40638;40639;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1000 a 1499;?
40653;40654;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bourgogne;56-65 ans;2000 a 2999;?
40655;40656;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
40725;40726;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;18-25 ans;1000 a 1499;?
40729;40730;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;46-55 ans;< 1000;?
40742;40743;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Pays de Loire;26-35 ans;2000 a 2999;?
40748;40749;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;36-45 ans;2000 a 2999;?
40770;40771;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;36-45 ans;2000 a 2999;?
40773;40774;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Auvergne;36-45 ans;1500 a 1999;?
40775;40776;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bourgogne;36-45 ans;2000 a 2999;?
40819;40820;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;26-35 ans;1000 a 1499;?
40833;40834;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Basse-Normandie;36-45 ans;manquant;?
40834;40835;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
40840;40841;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Bretagne;36-45 ans;2000 a 2999;?
40853;40854;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Lorraine;56-65 ans;manquant;?
40866;40867;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;>4000;?
40886;40887;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;manquant;?
40917;40918;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;26-35 ans;1000 a 1499;?
40927;40928;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Centre;36-45 ans;manquant;?
40939;40940;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;26-35 ans;1500 a 1999;?
40954;40955;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Champagne-Ardenne;26-35 ans;1500 a 1999;?
40991;40992;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;manquant;?
40998;40999;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;2000 a 2999;?
41000;41001;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;56-65 ans;manquant;?
41001;41002;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;manquant;?
41007;41008;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;manquant;?
41026;41027;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Languedoc-Roussillon;26-35 ans;manquant;?
41072;41073;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;46-55 ans;3000 a 3999;?
41087;41088;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;>66;< 1000;?
41108;41109;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;56-65 ans;1500 a 1999;?
41143;41144;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;26-35 ans;manquant;?
41176;41177;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Centre;26-35 ans;2000 a 2999;?
41180;41181;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;1500 a 1999;?
41201;41202;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;56-65 ans;>4000;?
41203;41204;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;26-35 ans;manquant;?
41218;41219;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Midi-Pyrenees;36-45 ans;>4000;?
41232;41233;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;26-35 ans;1000 a 1499;?
41240;41241;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Poitou-Charentes;56-65 ans;< 1000;?
41260;41261;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Centre;46-55 ans;< 1000;?
41276;41277;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
41315;41316;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Languedoc-Roussillon;>66;3000 a 3999;?
41326;41327;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;18-25 ans;< 1000;?
41336;41337;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;2000 a 2999;?
41353;41354;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;3000 a 3999;?
41363;41364;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;1500 a 1999;?
41379;41380;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;36-45 ans;manquant;?
41386;41387;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;26-35 ans;3000 a 3999;?
41389;41390;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;26-35 ans;2000 a 2999;?
41414;41415;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;2000 a 2999;?
41421;41422;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;46-55 ans;< 1000;?
41426;41427;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;< 1000;?
41435;41436;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Pays de Loire;26-35 ans;manquant;?
41449;41450;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Pays de Loire;26-35 ans;1000 a 1499;?
41454;41455;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;ile-de-France;46-55 ans;1000 a 1499;?
41468;41469;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Pays de Loire;56-65 ans;>4000;?
41470;41471;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;26-35 ans;1500 a 1999;?
41482;41483;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Haute-Normandie;26-35 ans;2000 a 2999;?
41483;41484;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;46-55 ans;1500 a 1999;?
41496;41497;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Auvergne;26-35 ans;manquant;?
41503;41504;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;36-45 ans;1000 a 1499;?
41506;41507;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Alsace;26-35 ans;manquant;?
41524;41525;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Basse-Normandie;46-55 ans;manquant;?
41558;41559;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;26-35 ans;manquant;?
41560;41561;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;26-35 ans;2000 a 2999;?
41562;41563;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;46-55 ans;manquant;?
41566;41567;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Corse;46-55 ans;manquant;?
41591;41592;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1500 a 1999;?
41592;41593;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;56-65 ans;1500 a 1999;?
41652;41653;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;manquant;?
41655;41656;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;36-45 ans;1500 a 1999;?
41669;41670;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;manquant;?
41673;41674;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Alsace;36-45 ans;>4000;?
41675;41676;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;46-55 ans;2000 a 2999;?
41703;41704;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;36-45 ans;manquant;?
41713;41714;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;36-45 ans;3000 a 3999;?
41734;41735;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;1000 a 1499;?
41749;41750;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;36-45 ans;1000 a 1499;?
41750;41751;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;manquant;?
41758;41759;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1500 a 1999;?
41760;41761;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Aquitaine;36-45 ans;1000 a 1499;?
41768;41769;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Picardie;56-65 ans;manquant;?
41791;41792;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Alsace;46-55 ans;< 1000;?
41792;41793;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Aquitaine;36-45 ans;1000 a 1499;?
41801;41802;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;26-35 ans;3000 a 3999;?
41817;41818;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Centre;26-35 ans;manquant;?
41826;41827;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;1500 a 1999;?
41836;41837;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Haute-Normandie;56-65 ans;2000 a 2999;?
41860;41861;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;36-45 ans;< 1000;?
41867;41868;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;46-55 ans;2000 a 2999;?
41871;41872;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Auvergne;46-55 ans;3000 a 3999;?
41878;41879;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
41883;41884;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Pays de Loire;36-45 ans;1500 a 1999;?
41888;41889;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;56-65 ans;1000 a 1499;?
41900;41901;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;26-35 ans;2000 a 2999;?
41908;41909;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;1500 a 1999;?
41928;41929;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
41930;41931;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Limousin;26-35 ans;manquant;?
41966;41967;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Pays de Loire;36-45 ans;>4000;?
41971;41972;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;46-55 ans;2000 a 2999;?
41991;41992;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bourgogne;36-45 ans;1500 a 1999;?
41993;41994;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;46-55 ans;manquant;?
